question,q_word,q_pos,root,root_pos,root_lemma,wh_word,wh_head,wh_bigram,wh_pos,wh_head_pos,subj,subj_pos,subj_ner,label
Where can I find a case on Individuals with Disabilities Education Act of 1991 ?,,,find,VB,find,where,can,"['where', 'can']",WRB,MD,I,PRP,,LOC
What war did Florence Nightingale tend the troops in ?,,,tend,VB,tend,what,war,"['what', 'war']",WDT,NN,war Nightingale,NNP,ORG,EVENT
"Who wrote the song , `` Stardust '' ?",,,wrote,VBD,write,who,write,"['who', 'write']",WP,VBD,Who,WP,,PERSON
How many Beatles ' records went #1 ?,,,went,VBD,go,how,many,"['how', 'many']",WRB,JJ,records,NNS,,CARDINAL
Who is the only prime minister of Canada to serve 22 years but not necessarily consecutively ?,,,is,VBZ,be,who,be,"['who', 'be']",WP,VBZ,,,,PERSON
What mountains lie between the Arkansas and Missouri rivers ?,,,lie,VBP,lie,what,mountain,"['what', 'mountain']",WP,NNS,mountains,NNS,,LOC
Who received the Will Rogers Award in 1989 ?,,,received,VBD,receive,who,receive,"['who', 'receive']",WP,VBD,Who,WP,,PERSON
What 's the closest G2 Spectrum Yellow Dwarf to Earth ?,,,'s,VBZ,be,what,be,"['what', 'be']",WP,VBZ,Dwarf,NNP,,LOC
How many equal angles are there in an isosceles triangle ?,,,are,VBP,be,how,many,"['how', 'many']",WRB,JJ,angles,NNS,,CARDINAL
What CBS soap opera was interrupted by the bulletin of John F. Kennedy 's assassination ?,,,interrupted,VBN,interrupt,what,CBS,"['what', 'CBS']",WP,NNP,,,,WORK_OF_ART
What was the name of the lawyer who represented Randy Craft ?,,,was,VBD,be,who,represent,"['who', 'represent']",WP,VBD,name who,WP,,PERSON
What United States President had dreamed that he was assassinated ?,,,dreamed,VBN,dream,what,United,"['what', 'United']",WP,NNP,President,NNP,,PERSON
What film did Lee Marvin win the 1965 best actor Oscar for ?,,,win,VB,win,what,film,"['what', 'film']",WDT,NN,Marvin,NNP,PERSON,WORK_OF_ART
Where is Basque country located ?,,,located,VBN,locate,where,be,"['where', 'be']",WRB,VBZ,country,NN,,GPE
What product does `` Mrs. Olsen '' promote ?,,,promote,VB,promote,what,product,"['what', 'product']",WDT,NN,,,,PRODUCT
What time of day did Emperor Hirohito die ?,,,die,VB,die,what,time,"['what', 'time']",WDT,NN,Hirohito,NNP,PERSON,DATE
How many years did it take James Joyce to write Ulysses ?,,,take,VB,take,how,many,"['how', 'many']",WRB,JJ,it,PRP,,CARDINAL
What crop failure caused the Irish Famine ?,,,caused,VBD,cause,what,crop,"['what', 'crop']",WDT,NN,failure,NN,,PRODUCT
What South Korean city is served by Kimpo International Airport ?,,,served,VBN,serve,what,south,"['what', 'south']",WP,JJ,,,,GPE
How many types of dogs ' tails are there - three,,,are,VBP,be,how,many,"['how', 'many']",WRB,JJ,types,NNS,,CARDINAL
What is the longest-running television series ?,,,is,VBZ,be,what,be,"['what', 'be']",WP,VBZ,series,NN,,WORK_OF_ART
What beer advertised that it had `` three rings '' ?,,,advertised,VBD,advertise,what,beer,"['what', 'beer']",WP,NN,beer it,PRP,,PRODUCT
What is the quantity of American soldiers still unaccounted for from the Vietnam war ?,,,is,VBZ,be,what,be,"['what', 'be']",WP,VBZ,quantity,NN,,CARDINAL
What was the highest mountain on earth before Mount Everest was discovered ?,,,was,VBD,be,what,be,"['what', 'be']",WP,VBD,mountain,NN,,LOC
"Where was the Ligurian Republic , 1797-185 , ?",,,was,VBD,be,where,be,"['where', 'be']",WRB,VBD,Republic,NNP,GPE,GPE
What country 's people are the top television watchers ?,,,are,VBP,be,what,country,"['what', 'country']",WP,NN,people,NNS,,GPE
When was the women 's suffrage amendment ratified ?,,,ratified,VBD,ratify,when,be,"['when', 'be']",WRB,VBD,amendment,NN,,DATE
What Polynesian people inhabit New Zealand ?,,,inhabit,VBP,inhabit,what,polynesian,"['what', 'polynesian']",WP,JJ,people,NNS,,ORG
What movie tour of the Roman empire features the admonition : `` Row well and live '' ?,,,features,VBZ,feature,what,movie,"['what', 'movie']",WP,NN,tour,NN,,WORK_OF_ART
What Nevada center has been dubbed The Biggest Little City in the World ?,,,dubbed,VBN,dub,what,Nevada,"['what', 'Nevada']",WP,NNP,,,,GPE
"What President lived at 219 North Delaware Street , Independence , Missouri ?",,,lived,VBD,live,what,President,"['what', 'President']",WP,NNP,President,NNP,,PERSON
Where must a soccer goalie stand to be permitted to handle the ball ?,,,stand,NN,stand,where,must,"['where', 'must']",WRB,MD,goalie,NN,,LOC
In what U.S. state was the first woman governor elected ?,,,In,IN,in,what,U.S.,"['what', 'U.S.']",WP,NNP,state,NN,,GPE
What year did Hitler die ?,,,die,VB,die,what,year,"['what', 'year']",WDT,NN,Hitler,NNP,PERSON,DATE
What famous model was married to Billy Joel ?,,,was,VBD,be,what,famous,"['what', 'famous']",WDT,JJ,model,NN,,PERSON
How much money are Dumbo 's ears insured for ?,,,are,VBP,be,how,much,"['how', 'much']",WRB,JJ,money,NN,,MONEY
Who danced into stardom with Fred Astaire in 1941 's You 'll Never Get Rich ?,,,danced,VBD,dance,who,dance,"['who', 'dance']",WP,VBD,Who,WP,,PERSON
Who is the fastest swimmer in the world ?,,,is,VBZ,be,who,be,"['who', 'be']",WP,VBZ,Who,WP,,PERSON
What is the highest peak in Africa ?,,,is,VBZ,be,what,be,"['what', 'be']",WP,VBZ,peak,NN,,LOC
Where is Procter & Gamble headquartered in the U.S. ?,,,is,VBZ,be,where,be,"['where', 'be']",WRB,VBZ,Procter,NNP,ORG,LOC
What desert has been called The Garden of Allah ?,,,called,VBN,call,what,desert,"['what', 'desert']",WDT,NN,,,,LOC
How many miles is it to Ohio from North Carolina ?,,,is,VBZ,be,how,many,"['how', 'many']",WRB,JJ,it,PRP,,CARDINAL
How much snow equals an inch of rain ?,,,equals,VBZ,equal,how,much,"['how', 'much']",WRB,JJ,snow,NN,,QUANTITY
What song served as the closing theme of The Johnny Cash Show ?,,,served,VBD,serve,what,song,"['what', 'song']",WDT,NN,song,NN,,WORK_OF_ART
When does the average teenager first have intercourse ?,,,intercourse,NN,intercourse,when,do,"['when', 'do']",WRB,VBZ,teenager,NN,,DATE
What actor 's autobiography is titled All My Yesterdays ?,,,titled,VBN,title,what,actor,"['what', 'actor']",WP,NN,,,,PERSON
What Russian master spy lived in the U.S. under the name Emil Goldfus ?,,,lived,VBD,live,what,russian,"['what', 'russian']",WP,JJ,spy,NN,,PERSON
Where 's the 19th hole on a golf course ?,,,Where,WRB,where,where,be,"['where', 'be']",WRB,VBZ,hole,NN,,LOC
Who played the original Charlie 's Angels ?,,,played,VBD,play,who,play,"['who', 'play']",WP,VBD,Who,WP,,PERSON
Where can I find a person 's address from a telephone number ?,,,find,VB,find,where,can,"['where', 'can']",WRB,MD,I,PRP,,LOC
What musical instrument did Prewitt play in James Jones 's From Here to Eternity ?,,,play,VB,play,what,musical,"['what', 'musical']",WP,JJ,,,,PRODUCT
Where did Sarge Steel get his metal hand ?,,,get,VB,get,where,do,"['where', 'do']",WRB,VBD,Steel,NNP,ORG,LOC
Who wrote The Night of the Iguana ?,,,wrote,VBD,write,who,write,"['who', 'write']",WP,VBD,Who,WP,,PERSON
What country did King Gustav V reign over from 197 to 195 ?,,,reign,NN,reign,what,country,"['what', 'country']",WP,NN,V,NNP,,GPE
Who painted Mother and Child ?,,,painted,VBD,paint,who,paint,"['who', 'paint']",WP,VBD,Who,WP,,PERSON
What is the speed of the Mississippi River ?,,,is,VBZ,be,what,be,"['what', 'be']",WP,VBZ,speed,NN,,QUANTITY
In what area of the world was the Six Day War fought ?,,,fought,VBD,fight,what,area,"['what', 'area']",WDT,NN,area War,NNP,EVENT,LOC
What is the brightest star visible from Earth ?,,,is,VBZ,be,what,be,"['what', 'be']",WP,VBZ,star,NN,,LOC
What film marked Robert Redford 's directorial debut ?,,,marked,VBD,mark,what,film,"['what', 'film']",WDT,NN,film,NN,,WORK_OF_ART
What was Mao 's second name ?,,,was,VBD,be,what,be,"['what', 'be']",WP,VBD,name,NN,,PERSON
What film or films has Jude Law appeared in ?,,,has,VBZ,have,what,film,"['what', 'film']",WDT,NN,Law,NNP,PERSON,WORK_OF_ART
Where do hyenas live ?,,,live,VB,live,where,do,"['where', 'do']",WRB,VBP,hyenas,NNS,,LOC
What 's the most commonly-spoken language in Belgium ?,,,'s,VBZ,be,what,be,"['what', 'be']",WP,VBZ,What,WP,,LANGUAGE
Who has more DNA - a man or a woman ?,,,has,VBZ,have,who,have,"['who', 'have']",WP,VBZ,Who,WP,,PERSON
"What children 's tale contains the line : `` Come , Cinderslut , and hold this skein of wool for me '' ?",,,contains,VBZ,contain,what,child,"['what', 'child']",WDT,NNS,tale,NN,,WORK_OF_ART
What level of government or governmental agency is responsible for dealing with racism ?,,,is,VBZ,be,what,level,"['what', 'level']",WDT,NN,level,NN,,ORG
How many referees work a soccer game ?,,,work,VBP,work,how,many,"['how', 'many']",WRB,JJ,referees,NNS,,CARDINAL
What cocktail do you concoct with whisky and sweet vermouth ?,,,concoct,RB,concoct,what,cocktail,"['what', 'cocktail']",WDT,NN,you,PRP,,PRODUCT
When is the Tulip Festival in Michigan ?,,,is,VBZ,be,when,be,"['when', 'be']",WRB,VBZ,Festival,NNP,EVENT,DATE
"Who came up with the name , El Nino ?",,,came,VBD,come,who,come,"['who', 'come']",WP,VBD,Who,WP,,PERSON
What movie did Madilyn Kahn star in with Gene Wilder ?,,,star,NN,star,what,movie,"['what', 'movie']",WDT,NN,movie Kahn,NNP,PERSON,WORK_OF_ART
What dictator has the nickname `` El Maximo '' ?,,,has,VBZ,have,what,dictator,"['what', 'dictator']",WDT,NN,dictator,NN,,PERSON
What stereo manufacturer is `` Slightly ahead of its time '' ?,,,is,VBZ,be,what,stereo,"['what', 'stereo']",WDT,JJ,manufacturer,NN,,ORG
What U.S. city is The Queen of the Pacific ?,,,is,VBZ,be,what,U.S.,"['what', 'U.S.']",WP,NNP,city,NN,,GPE
What TV sitcom character had the maiden name Ethel Potter ?,,,had,VBD,have,what,tv,"['what', 'tv']",WDT,NN,character,NN,,PERSON
What was the first Lifesaver flavor ?,,,was,VBD,be,what,be,"['what', 'be']",WP,VBD,flavor,NN,,PRODUCT
Who kept the most famous diary in the English language ?,,,kept,VBD,keep,who,keep,"['who', 'keep']",WP,VBD,Who,WP,,PERSON
Where can I find out the top 1 singles ?,,,find,VB,find,where,can,"['where', 'can']",WRB,MD,I,PRP,,LOC
How many degrees cooler is the inside of a cucumber than the air outside ?,,,is,VBZ,be,how,many,"['how', 'many']",WRB,JJ,cooler,NN,,CARDINAL
What Spanish artist painted Crucifixion ?,,,painted,VBD,paint,what,spanish,"['what', 'spanish']",WP,JJ,artist,NN,,PERSON
What is the Jewish bible called ?,,,is,VBZ,be,what,be,"['what', 'be']",WP,VBZ,bible,NN,,WORK_OF_ART
What spy novelist served as Moscow correspondent for Reuter and The Times of London ?,,,served,VBD,serve,what,spy,"['what', 'spy']",WP,NN,novelist,NN,,PERSON
Which oil company almost picked a word that meant `` stalled car '' in Japanese as its new international name ?,,,picked,VBD,pick,that,mean,"['that', 'mean']",WDT,VBD,company that,WDT,,ORG
How long does it take for Spider-Man 's web to evaporate ?,,,take,VB,take,how,long,"['how', 'long']",WRB,RB,it web,NN,,TIME
Who was Randy Steven Craft 's lawyer ?,,,was,VBD,be,who,be,"['who', 'be']",WP,VBD,,,,PERSON
What was known as the Spice Island ?,,,known,VBN,know,what,be,"['what', 'be']",WP,VBD,,,,LOC
Who was the first host of Person to Person ?,,,was,VBD,be,who,be,"['who', 'be']",WP,VBD,Who,WP,,PERSON
Name the Ranger who was always after Yogi Bear .,,,Name,VB,name,who,be,"['who', 'be']",WP,VBD,who,WP,,PERSON
Who is the superstar in rent-a-cars ?,,,is,VBZ,be,who,be,"['who', 'be']",WP,VBZ,superstar,NN,,PERSON
McCarren Airport is located in what city ?,,,located,VBN,locate,what,city,"['what', 'city']",WDT,NN,,,,GPE
What fraction of a beaver 's life is spent swimming ?,,,spent,VBN,spend,what,fraction,"['what', 'fraction']",WDT,NN,,,,PERCENT
What country has the largest sheep population ?,,,has,VBZ,have,what,country,"['what', 'country']",WP,NN,country,NN,,GPE
What country is the world 's largest importer of cognac ?,,,is,VBZ,be,what,country,"['what', 'country']",WP,NN,country,NN,,GPE
How many years is Johnnie Walker Black Label aged ?,,,is,VBZ,be,how,many,"['how', 'many']",WRB,JJ,Label,NNP,PERSON,CARDINAL
"How much would a black-and-white 1-cent stamp be worth , Thomas Jefferson on it , ?",,,be,VB,be,how,much,"['how', 'much']",WRB,JJ,stamp,NN,,MONEY
"What country has the most time zones , with 11 ?",,,has,VBZ,have,what,country,"['what', 'country']",WP,NN,country,NN,,GPE
Who is the president of Stanford University ?,,,is,VBZ,be,who,be,"['who', 'be']",WP,VBZ,,,,PERSON
Whose first presidential order was : `` Let 's get this goddamn thing airborne '' ?,,,was,VBD,be,whose,first,"['whose', 'first']",WP$,JJ,order 's thing,NN,,PERSON
What city is Logan Airport in ?,,,is,VBZ,be,what,city,"['what', 'city']",WDT,NN,,,,GPE
How many innings are there in a regulation softball game ?,,,are,VBP,be,how,many,"['how', 'many']",WRB,JJ,,,,CARDINAL
When did CNN go on the air ?,,,go,VB,go,when,do,"['when', 'do']",WRB,VBD,CNN,NNP,ORG,DATE
What is the largest city on the Great Lakes ?,,,is,VBZ,be,what,be,"['what', 'be']",WP,VBZ,city,NN,,GPE
What is the telephone number for the University of Kentucky ?,,,is,VBZ,be,what,be,"['what', 'be']",WP,VBZ,number,NN,,CARDINAL
Who invented baseball ?,,,invented,VBD,invent,who,invent,"['who', 'invent']",WP,VBD,Who,WP,,PERSON
How many wives did Brigham Young have ?,,,have,VB,have,how,many,"['how', 'many']",WRB,JJ,Young,NNP,PERSON,CARDINAL
What product on the market is good for hiding facial scars ?,,,is,VBZ,be,what,product,"['what', 'product']",WDT,NN,product,NN,,PRODUCT
How long is the Coney Island boardwalk ?,,,is,VBZ,be,how,long,"['how', 'long']",WRB,RB,boardwalk,NN,,QUANTITY
What city gained renown for its pea-soup fogs ?,,,gained,VBD,gain,what,city,"['what', 'city']",WDT,NN,city,NN,,GPE
Name a movie about the Sioux Indians starring Kevin Costner .,,,Name,VB,name,,,[],,,,,,WORK_OF_ART
"Who was shot in the back during a Poker game in Deadwood , the Dakota territory ?",,,shot,VBN,shoot,who,be,"['who', 'be']",WP,VBD,,,,PERSON
How many colleges are in Wyoming ?,,,are,VBP,be,how,many,"['how', 'many']",WRB,JJ,colleges,NNS,,CARDINAL
What Russian seaport has a name meaning `` Lord of the East '' ?,,,has,VBZ,have,what,russian,"['what', 'russian']",WP,JJ,seaport,NN,,LOC
Where can stocks be traded on-line ?,,,traded,VBN,trade,where,can,"['where', 'can']",WRB,MD,,,,LOC
When was the Battle of Hastings ?,,,was,VBD,be,when,be,"['when', 'be']",WRB,VBD,Battle,NNP,ORG,DATE
When did Muhammad live ?,,,live,VB,live,when,do,"['when', 'do']",WRB,VBD,Muhammad,NNP,PERSON,DATE
Where do people mountain climb in Nepal ?,,,climb,NN,climb,where,do,"['where', 'do']",WRB,VBP,people,NNS,,LOC
What is the best college in the country ?,,,is,VBZ,be,what,be,"['what', 'be']",WP,VBZ,college,NN,,ORG
What was the name of the sitcom that Alyssa Milano starred in with Tony Danza ?,,,was,VBD,be,what,be,"['what', 'be']",WP,VBD,name Milano,NNP,PERSON,WORK_OF_ART
What are the Nordic nations ?,,,are,VBP,be,what,be,"['what', 'be']",WP,VBP,nations,NNS,,LOC
Where on the Internet can I get information about the Fifth Amendment on the American Bill of Rights ?,,,get,VB,get,where,on,"['where', 'on']",WRB,IN,I,PRP,,LOC
What U.S. state borders Illinois to the north ?,,,borders,NNS,border,what,U.S.,"['what', 'U.S.']",WP,NNP,state,NN,,GPE
Name a film in which Jude Law acted .,,,Name,VB,name,which,Jude,"['which', 'Jude']",WDT,NNP,Law,NNP,PERSON,WORK_OF_ART
What is the temperature for baking Peachy Oat Muffins ?,,,is,VBZ,be,what,be,"['what', 'be']",WP,VBZ,temperature,NN,,CARDINAL
What Vladimir Nabokov novel features Professor Humbert in love with a 12-year-old girl ?,,,features,VBZ,feature,what,Vladimir,"['what', 'Vladimir']",WP,NNP,novel,NN,,WORK_OF_ART
Where did the myth of Santa Claus originate ?,,,myth,NN,myth,where,do,"['where', 'do']",WRB,VBD,,,,LOC
What city is served by Logan International Airport ?,,,served,VBN,serve,what,city,"['what', 'city']",WDT,NN,,,,GPE
What wrestling star became `` The Incredible Hulk '' ?,,,became,VBD,become,what,wrestling,"['what', 'wrestling']",WDT,NN,star,NN,,PERSON
What attracts tourists to Reims ?,,,attracts,VBZ,attract,what,attract,"['what', 'attract']",WP,VBZ,What,WP,,LOC
Who was the star of the 1965 Broadway hit Golden Boy ?,,,was,VBD,be,who,be,"['who', 'be']",WP,VBD,,,,PERSON
Where is Procter & Gamble based in the U.S. ?,,,is,VBZ,be,where,be,"['where', 'be']",WRB,VBZ,Procter,NNP,ORG,LOC
What army was founded by William Booth and his wife Catherine ?,,,founded,VBN,found,what,army,"['what', 'army']",WP,NN,,,,ORG
Name the soft drink that is `` number one in the sun . '',,,Name,VB,name,that,be,"['that', 'be']",WDT,VBZ,that,WDT,,PRODUCT
What is the web address of the list of e-mail addresses of members of the House of Representatives ?,,,is,VBZ,be,what,be,"['what', 'be']",WP,VBZ,address,NN,,LOC
What was her real name ?,,,was,VBD,be,what,be,"['what', 'be']",WP,VBD,name,NN,,PERSON
Who invented the toothbrush ?,,,invented,VBD,invent,who,invent,"['who', 'invent']",WP,VBD,Who,WP,,PERSON
What was the name of that popular song the Creeps sang ?,,,was,VBD,be,what,be,"['what', 'be']",WP,VBD,name Creeps sang,VBD,,WORK_OF_ART
Where is the Abominable Snowman said to wander ?,,,said,VBD,say,where,be,"['where', 'be']",WRB,VBZ,Snowman,NNP,,LOC
How many dots make up the symbol for `` because '' ?,,,make,VBP,make,how,many,"['how', 'many']",WRB,JJ,dots,NNS,,CARDINAL
What do you get by adding Lactobacillus bulgaricus to milk ?,,,get,VB,get,what,do,"['what', 'do']",WP,VBP,you,PRP,,PRODUCT
How many hearts does an octopus have ?,,,have,VB,have,how,many,"['how', 'many']",WRB,JJ,hearts octopus,NN,,CARDINAL
What was the only country you were allowed to drive into Israel from in 1979 ?,,,was,VBD,be,what,be,"['what', 'be']",WP,VBD,,,,GPE
"What baseball star turned down a $1 , 000-a-year contract because he felt he had n't earned it ?",,,turned,VBD,turn,what,baseball,"['what', 'baseball']",WP,NN,star he he,PRP,,PERSON
What video game hero do some of his fans call Chomper ?,,,do,VBP,do,what,video,"['what', 'video']",WDT,NN,hero some,DT,,PERSON
How many holes are there in a tenpin bowling ball ?,,,are,VBP,be,how,many,"['how', 'many']",WRB,JJ,,,,CARDINAL
In What city or state do the most gay men live in ?,,,live,VBP,live,what,city,"['what', 'city']",WDT,NN,men,NNS,,GPE
"What TV comediennes 's characters include former movie star Nora Desmond , secretary Mrs. Wiggins and a housewife named Eunice ?",,,include,VBP,include,what,tv,"['what', 'tv']",WDT,NN,characters,NNS,,PERSON
What percentage of the body is muscle ?,,,is,VBZ,be,what,percentage,"['what', 'percentage']",WDT,NN,percentage,NN,,PERCENT
What does an average daycare provider get paid in New England ?,,,paid,VBN,pay,what,do,"['what', 'do']",WP,VBZ,,,,MONEY
What was the name of the 187s Irish terrorist group in Pennsylvania mining areas ?,,,was,VBD,be,what,be,"['what', 'be']",WP,VBD,name,NN,,ORG
Who played the Ringo Kid in the 1939 film Stagecoach ?,,,played,VBD,play,who,play,"['who', 'play']",WP,VBD,Who,WP,,PERSON
Who died 1 feet from where John F. Kennedy did ?,,,died,VBD,die,where,John,"['where', 'John']",WRB,NNP,Who Kennedy,NNP,PERSON,PERSON
