question,q_word,q_pos,root,root_pos,root_lemma,wh_word,wh_head,wh_bigram,wh_pos,wh_head_pos,subj,subj_pos,subj_ner,label,o_label
What countries have the largest areas of forest ?,,,have,VBP,have,What,countries,"['What', 'countries']",WDT,NOUN,countries,NOUN,,LOC:country,LOC
How do I start a web based business ?,,,start,VB,start,How,do,"['How', 'do']",WRB,AUX,I,PRON,,DESC:manner,
Name Alvin 's brothers,,,brothers,NNS,brother,,,[],,,,,,HUM:identity,PERSON
What is Eagle 's syndrome styloid process ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,process,NOUN,,DESC:definition,
How did Jayne Mansfield die ?,,,die,VB,die,How,did,"['How', 'did']",WRB,AUX,Mansfield,PROPN,PERSON,DESC:manner,
When did the royal wedding of Prince Andrew and Fergie take place ?,,,take,VBP,take,When,did,"['When', 'did']",WRB,AUX,wedding,NOUN,,NUM:date,DATE
What actor said in A Day at the Races : `` Either he 's dead or my watch has stopped '' ?,,,said,VBD,say,What,actor,"['What', 'actor']",WP,NOUN,actor he watch,NOUN,,HUM:identity,PERSON
What explorer was nicknamed Iberia 's Pilot ?,,,nicknamed,VBN,nickname,What,explorer,"['What', 'explorer']",WP,NOUN,,,,HUM:identity,PERSON
CNN began broadcasting in what year ?,,,began,VBD,begin,what,year,"['what', 'year']",WDT,NOUN,CNN,PROPN,ORG,NUM:date,DATE
What is a ball that hits the foul pole called ?,,,is,VBZ,be,that,hits,"['that', 'hits']",WDT,VERB,ball that,PRON,,ENTY:term,
What makes hamburgers taste like steakburgers ?,,,makes,VBZ,make,What,makes,"['What', 'makes']",WP,VERB,What hamburgers,NOUN,,DESC:reason,
Which company created the Internet browser Mosaic ?,,,created,VBD,create,Which,company,"['Which', 'company']",WDT,NOUN,company,NOUN,,HUM:organization,ORG
What are the rites accompanying the circumcision of a newly born-child in Judaism called ?,,,are,VBP,be,What,are,"['What', 'are']",WP,AUX,rites,NOUN,,ENTY:event,EVENT
What was the education system in the 1960 's ?,,,was,VBD,be,What,was,"['What', 'was']",WP,AUX,system,NOUN,,ENTY:other,
What South American city has the world 's highest commercial landing field ?,,,has,VBZ,have,What,city,"['What', 'city']",WP,NOUN,city,NOUN,,LOC:city,LOC
How can I find out which cities have cable-modem access ?,,,find,VB,find,which,cities,"['which', 'cities']",WDT,NOUN,I cities,NOUN,,DESC:manner,
What is Betsy Ross famous for ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,Ross,PROPN,PERSON,DESC:reason,
How many species of sharks are there ?,,,are,VBP,be,How,species,"['How', 'species']",WRB,NOUN,,,,NUM:count,QUANTITY
What is `` snoogans '' ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,,,,DESC:definition,
How many people are there in the world ?,,,are,VBP,be,How,people,"['How', 'people']",WRB,NOUN,people,NOUN,,NUM:count,QUANTITY
What shrubs can be planted that will be safe from deer ?,,,planted,VBN,plant,that,will,"['that', 'will']",WDT,AUX,that,PRON,,ENTY:plant,
What organization 's offices were broken into at Watergate in 1972 ?,,,broken,VBN,break,What,organization,"['What', 'organization']",WP,NOUN,,,,HUM:organization,ORG
What is the design of the ship Titanic ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,design,NOUN,,DESC:description,
What does S.O.S. stand for ?,,,stand,VB,stand,What,does,"['What', 'does']",WP,AUX,S.O.S.,VERB,ORG,ABBR:explanation,
Name a technique widely used to detect birth defects ?,,,Name,VB,name,,,[],,,,,,ENTY:method,
What is the daily requirement of folic acid for an expectant mother ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,requirement,NOUN,,DESC:description,
What is the `` 7-minute cigarette '' ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,cigarette,NOUN,,DESC:definition,
What four forms does gold occur in ?,,,occur,VB,occur,What,forms,"['What', 'forms']",WP,NOUN,forms gold,NOUN,,ENTY:other,
What is the acreage of the Chappellet vineyard ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,acreage,NOUN,,NUM:volume,QUANTITY
How do you correctly say the word ` qigong ' ?,,,say,VB,say,How,do,"['How', 'do']",WRB,AUX,you,PRON,,DESC:manner,
When did beethoven die ?,,,die,VB,die,When,did,"['When', 'did']",WRB,AUX,beethoven,ADV,,NUM:date,DATE
How much does a new railroad coal car cost ?,,,cost,NN,cost,How,does,"['How', 'does']",WRB,AUX,,,,NUM:money,MONEY
What two European countries entered the War of American Independence against the British ?,,,entered,VBD,enter,What,countries,"['What', 'countries']",WP,NOUN,countries,NOUN,,LOC:country,LOC
What is the filmmakers collabrative ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,filmmakers,NOUN,,DESC:definition,
What Russian composer 's Prelude in C Sharp Minor brought him fame and fortune ?,,,brought,VBD,bring,What,composer,"['What', 'composer']",WP,NOUN,Prelude,VERB,,HUM:identity,PERSON
What caused Harry Houdini 's death ?,,,caused,VBD,cause,What,caused,"['What', 'caused']",WP,VERB,What,PRON,,DESC:reason,
"Who was the mother of the man who would not be king , the duke of Windsor ?",,,was,VBD,be,who,would,"['who', 'would']",WP,AUX,who,PRON,,HUM:identity,PERSON
How many revolutions does a standard LP make in three minutes ?,,,make,VB,make,How,revolutions,"['How', 'revolutions']",WRB,NOUN,revolutions LP,PROPN,ORG,NUM:count,QUANTITY
What is the name of the tallest mountain in the world ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,name,NOUN,,LOC:mountain,LOC
Where can I find a review of Nightmare on Elm Street in a film journal ?,,,find,VB,find,Where,can,"['Where', 'can']",WRB,AUX,I,PRON,,LOC:other,LOC
What 's the slowest Olympic swimming stroke ?,,,'s,VBZ,be,What,'s,"['What', ""'s""]",WP,AUX,stroke,NOUN,,ENTY:method,
What was the name of the first Russian astronaut to do a spacewalk ?,,,was,VBD,be,What,was,"['What', 'was']",WP,AUX,name,NOUN,,HUM:identity,PERSON
What disease is transmitted by the Anopheles mosquito ?,,,transmitted,VBN,transmit,What,disease,"['What', 'disease']",WP,NOUN,,,,ENTY:disease,
What rum is so `` mixable '' it is a one-brand bar ?,,,is,VBZ,be,What,rum,"['What', 'rum']",WDT,NOUN,rum,NOUN,,ENTY:food,PRODUCT
How many South American countries have the letter Z in their names ?,,,have,VBP,have,How,countries,"['How', 'countries']",WRB,NOUN,countries,NOUN,,NUM:count,QUANTITY
What is the contents of proposition 98 ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,contents,NOUN,,DESC:definition,
Where was George Washington born ?,,,born,VBN,bear,Where,was,"['Where', 'was']",WRB,AUX,Washington,PROPN,PERSON,LOC:other,LOC
"How many people on the ground were killed from the bombing of Pan Am Flight 103 over Lockerbie , Scotland , December 21 , CD .",,,killed,VBN,kill,How,people,"['How', 'people']",WRB,NOUN,,,,NUM:count,QUANTITY
Who wrote NN DT NNP NNP '' ?,,,wrote,VBD,write,Who,wrote,"['Who', 'wrote']",WP,VERB,Who,PRON,,HUM:identity,PERSON
What is paracetamol ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,paracetamol,ADJ,,DESC:definition,
What are the powers and weaknesses of Green Lantern 's ring ?,,,are,VBP,be,What,are,"['What', 'are']",WP,AUX,powers,NOUN,,DESC:description,
"Which mosquito 's bite draws blood , DT NN CC DT NN .",,,draws,VBZ,draw,Which,bite,"['Which', 'bite']",WDT,NOUN,bite,NOUN,,ENTY:animal,
When was the first steel mill in the United States built ?,,,built,VBD,build,When,was,"['When', 'was']",WRB,AUX,mill,NOUN,,NUM:date,DATE
What diminutive American female gymnast stole the show at the 1984 Olympics ?,,,stole,VBD,steal,What,gymnast,"['What', 'gymnast']",WDT,NOUN,gymnast,NOUN,,HUM:identity,PERSON
What is the origin of the name Katie ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,origin,NOUN,,DESC:description,
"What schools in the Washington , DC NN NN VBP NN NN NN NN .",,,schools,NNS,school,What,schools,"['What', 'schools']",WP,NOUN,,,,HUM:organization,ORG
When did the Berlin Wall go up ?,,,go,VB,go,When,did,"['When', 'did']",WRB,AUX,Wall,PROPN,FAC,NUM:date,DATE
Who is Terrence Malick ?,,,is,VBZ,be,Who,is,"['Who', 'is']",WP,AUX,,,,HUM:description,
What instrument is Ray Charles best known for playing ?,,,is,VBZ,be,What,instrument,"['What', 'instrument']",WDT,NOUN,,,,ENTY:instrument,PRODUCT
"What 's the meaning of the Latin battle cry : Ad arma , ad arma .",,,'s,VBZ,be,What,'s,"['What', ""'s""]",WP,AUX,meaning arma,NOUN,,DESC:definition,
What is the mascot for Notre Dame University ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,mascot,NOUN,,ENTY:other,
"What Las Vegas hotel burned in November , 1980 , with the loss of 84 lives ?",,,burned,VBD,burn,What,hotel,"['What', 'hotel']",WP,NOUN,hotel,NOUN,,LOC:other,LOC
When did Mount St. Helen last have a significant eruption ?,,,have,VBP,have,When,did,"['When', 'did']",WRB,AUX,Helen,PROPN,PERSON,NUM:date,DATE
CNN is the abbreviation for what ?,,,is,VBZ,be,what,?,"['what', '?']",WP,PUNCT,CNN,PROPN,ORG,ABBR:explanation,
When did World War I start ?,,,start,VBP,start,When,did,"['When', 'did']",WRB,AUX,I,PRON,EVENT,NUM:date,DATE
How many feet are there in a fathom ?,,,are,VBP,be,How,feet,"['How', 'feet']",WRB,NOUN,,,,NUM:count,QUANTITY
What is a Canada two-penny black ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,black,NOUN,,DESC:definition,
What European city do Nicois live in ?,,,do,VBP,do,What,city,"['What', 'city']",WP,NOUN,city,NOUN,,LOC:city,LOC
How can I find out what year a Beanie Baby was introduced ?,,,find,VB,find,what,year,"['what', 'year']",WP,NOUN,I,PRON,,DESC:manner,
What is the classic definition of tragic hero ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,definition,NOUN,,DESC:definition,
To what does Microsoft 's Windows 3 owe its success ?,,,To,IN,to,what,does,"['what', 'does']",WP,AUX,Windows,PROPN,,ENTY:other,
Who was President of Afghanistan in 1994 ?,,,was,VBD,be,Who,was,"['Who', 'was']",WP,AUX,Who,PRON,,HUM:identity,PERSON
"What are other ways of getting stretch marks besides pregnancy , weight loss , and weight lifting ?",,,are,VBP,be,What,are,"['What', 'are']",WP,AUX,What,PRON,,ENTY:method,
What did brontosauruses eat ?,,,eat,VB,eat,What,did,"['What', 'did']",WP,AUX,brontosauruses,NOUN,,ENTY:food,PRODUCT
What color bottles do good Rhine wines come in ?,,,do,VBP,do,What,color,"['What', 'color']",WDT,NOUN,bottles wines,NOUN,,ENTY:color,
Who was the lead actress in the movie ` Sleepless in Seattle ' ?,,,was,VBD,be,Who,was,"['Who', 'was']",WP,AUX,,,,HUM:identity,PERSON
Who was the 16th President of the United States ?,,,was,VBD,be,Who,was,"['Who', 'was']",WP,AUX,Who,PRON,,HUM:identity,PERSON
Who are the two sons of Ozzie and Harriet Nelson ?,,,are,VBP,be,Who,are,"['Who', 'are']",WP,AUX,,,,HUM:identity,PERSON
What is molybdenum ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,What,PRON,,DESC:definition,
When is Boxing Day ?,,,is,VBZ,be,When,is,"['When', 'is']",WRB,AUX,Day,PROPN,DATE,NUM:date,DATE
What is the lowest level of the American judiciary ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,level,NOUN,,ENTY:other,
When was the battle of the Somme fought ?,,,fought,VBD,fight,When,was,"['When', 'was']",WRB,AUX,battle,NOUN,,NUM:date,DATE
How many people did Randy Craft kill ?,,,kill,VB,kill,How,people,"['How', 'people']",WRB,NOUN,people,NOUN,,NUM:count,QUANTITY
What 's the official animal of Canada ?,,,'s,VBZ,be,What,'s,"['What', ""'s""]",WP,AUX,animal,NOUN,,ENTY:animal,
When did Spielberg direct `` Jaws '' ?,,,direct,JJ,direct,When,did,"['When', 'did']",WRB,AUX,Spielberg,PROPN,PERSON,NUM:date,DATE
What is the size of the largest akita ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,size,NOUN,,NUM:volume,QUANTITY
What animal has the biggest eyes ?,,,has,VBZ,have,What,animal,"['What', 'animal']",WDT,NOUN,animal,NOUN,,ENTY:animal,
What is California 's capital ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,capital,NOUN,,LOC:city,LOC
Who was the author of the book about computer hackers called `` The Cuckoo 's Egg : Tracking a Spy Through the Maze of Computer Espionage '' ?,,,was,VBD,be,Who,was,"['Who', 'was']",WP,AUX,Who,PRON,,HUM:identity,PERSON
Who was the founding member of the Pink Floyd band ?,,,was,VBD,be,Who,was,"['Who', 'was']",WP,AUX,,,,HUM:identity,PERSON
What European country is home to the beer-producing city of Budweis ?,,,is,VBZ,be,What,country,"['What', 'country']",WP,NOUN,country,NOUN,,LOC:country,LOC
How do I find the balance of my social security account ?,,,find,VB,find,How,do,"['How', 'do']",WRB,AUX,I,PRON,,DESC:manner,
What is the history of Valentine 's Day cards ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,history,NOUN,,DESC:description,
Where was Christopher Columbus born ?,,,born,VBN,bear,Where,was,"['Where', 'was']",WRB,AUX,Columbus,PROPN,PERSON,LOC:other,LOC
What do Italians call Florence ?,,,call,VB,call,What,do,"['What', 'do']",WP,AUX,Italians,PROPN,NORP,ENTY:term,
How do you get to the top of the Eiffel Tower ?,,,get,VB,get,How,do,"['How', 'do']",WRB,AUX,you,PRON,,DESC:manner,
What does ` PSI ' stand for ?,,,stand,NN,stand,What,does,"['What', 'does']",WP,AUX,,,,ABBR:explanation,
What sea did the Romans call mare nostrum ?,,,call,VB,call,What,sea,"['What', 'sea']",WP,NOUN,Romans,PROPN,NORP,LOC:other,LOC
What 's the term for a bet before cards are dealt ?,,,'s,VBZ,be,What,'s,"['What', ""'s""]",WP,AUX,term,NOUN,,ENTY:term,
"Which came first , according to Genesis 1 : 2 : 22 - the chicken or the egg ?",,,came,VBD,come,Which,came,"['Which', 'came']",WDT,VERB,Which,PRON,,ENTY:animal,
What city did the Flintstones live in ?,,,live,VB,live,What,city,"['What', 'city']",WDT,NOUN,Flintstones,PROPN,,LOC:city,LOC
What is Latin for incompetent ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,,,,ENTY:term,
What chemicals are used in lethal injection ?,,,used,VBN,use,What,chemicals,"['What', 'chemicals']",WDT,NOUN,,,,ENTY:disease,
What toy company is the world 's No.1 maker of female apparel ?,,,is,VBZ,be,What,toy,"['What', 'toy']",WP,NOUN,company,NOUN,,HUM:organization,ORG
What board game does a `` wood-pusher '' play poorly ?,,,does,VBZ,do,What,board,"['What', 'board']",WP,NOUN,game pusher,NOUN,,ENTY:sport,
Which Doonesbury character was likely to turn into a werewolf ?,,,was,VBD,be,Which,character,"['Which', 'character']",WDT,NOUN,character,NOUN,,HUM:identity,PERSON
What is the abbreviation for micro ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,abbreviation,NOUN,,ABBR:abbreviation,
What are the 7 articles of the constitution ?,,,are,VBP,be,What,are,"['What', 'are']",WP,AUX,articles,NOUN,,ENTY:other,
Who has won the most Super Bowls ?,,,won,VBN,win,Who,has,"['Who', 'has']",WP,AUX,Who,PRON,,HUM:organization,ORG
What does NASDAQ stand for ?,,,stand,VB,stand,What,does,"['What', 'does']",WP,AUX,NASDAQ,PROPN,ORG,ABBR:explanation,
What is BPH ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,BPH,PROPN,ORG,ABBR:explanation,
What is the fastest commercial automobile that can be bought in the US ?,,,is,VBZ,be,that,can,"['that', 'can']",WDT,AUX,automobile,NOUN,,ENTY:other,
What stadium do the Miami Dolphins play their home games in ?,,,play,VBP,play,What,stadium,"['What', 'stadium']",WDT,NOUN,stadium Dolphins,PROPN,GPE,LOC:other,LOC
Who has the only speaking role in `` Silent Movie '' ?,,,has,VBZ,have,Who,has,"['Who', 'has']",WP,AUX,Who,PRON,,HUM:identity,PERSON
Why is poop sometimes different colors ?,,,is,VBZ,be,Why,is,"['Why', 'is']",WRB,AUX,poop colors,NOUN,,DESC:reason,
What was Einstein 's IQ ?,,,was,VBD,be,What,was,"['What', 'was']",WP,AUX,IQ,NOUN,,NUM:other,CARDINAL
What day was Pearl Harbor attacked in 1942 ?,,,attacked,VBD,attack,What,day,"['What', 'day']",WDT,NOUN,Harbor,PROPN,PERSON,NUM:date,DATE
What girl 's name is `` Teddy '' an affectionate form of ?,,,is,VBZ,be,What,girl,"['What', 'girl']",WP,NOUN,name,NOUN,,HUM:identity,PERSON
What state is John F. Kennedy buried in ?,,,is,VBZ,be,What,state,"['What', 'state']",WDT,NOUN,Kennedy,PROPN,PERSON,LOC:state,LOC
What is the best way to remove wallpaper ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,,,,ENTY:method,
What U.S. state has an element named for it ?,,,has,VBZ,have,What,state,"['What', 'state']",WP,NOUN,state,NOUN,,LOC:state,LOC
What company tabulates the ballots in voting for the Academy Awards ?,,,tabulates,VBZ,tabulate,What,company,"['What', 'company']",WDT,NOUN,company,NOUN,,HUM:organization,ORG
How did the tradition of best man start ?,,,start,VB,start,How,did,"['How', 'did']",WRB,AUX,tradition,NOUN,,DESC:manner,
How many years ago did the ship Titanic sink ?,,,sink,NN,sink,How,years,"['How', 'years']",WRB,NOUN,ship,NOUN,,NUM:count,QUANTITY
What is the deepest area of the Arctic Ocean ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,area,NOUN,,LOC:other,LOC
What are Halloween 's colors ?,,,are,VBP,be,What,are,"['What', 'are']",WP,AUX,colors,NOUN,,ENTY:color,
How is silk screening done ?,,,done,VBN,do,How,is,"['How', 'is']",WRB,AUX,,,,DESC:manner,
"What is the latitude and longitude of El Paso , Texas ?",,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,latitude,NOUN,,NUM:other,CARDINAL
Who made a boat out of gopher wood ?,,,made,VBD,make,Who,made,"['Who', 'made']",WP,VERB,Who,PRON,,HUM:identity,PERSON
Where can I find a `` Fifth Element '' screensaver ?,,,find,VB,find,Where,can,"['Where', 'can']",WRB,AUX,I,PRON,,LOC:other,LOC
Which Bloom County resident wreaks havoc with a computer ?,,,wreaks,VBZ,wreak,Which,resident,"['Which', 'resident']",WDT,NOUN,Which resident,NOUN,,HUM:identity,PERSON
How do you match a name to a social security number ?,,,match,VB,match,How,do,"['How', 'do']",WRB,AUX,you,PRON,,DESC:manner,
How does a rainbow form ?,,,form,NN,form,How,does,"['How', 'does']",WRB,AUX,,,,DESC:manner,
What is the normal resting heart rate of a healthy adult ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,rate,NOUN,,NUM:other,CARDINAL
What is the population of Ohio ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,population,NOUN,,NUM:other,CARDINAL
How many calories are there in a Big Mac ?,,,are,VBP,be,How,calories,"['How', 'calories']",WRB,NOUN,calories,NOUN,,NUM:count,QUANTITY
Hazmat stands for what ?,,,stands,VBZ,stand,what,?,"['what', '?']",WP,PUNCT,Hazmat,PROPN,ORG,DESC:definition,
What creature scares people in the film `` Jaws '' ?,,,scares,VBZ,scare,What,creature,"['What', 'creature']",WDT,NOUN,creature Jaws,PROPN,,ENTY:animal,
What part did John Peter Zenger play in the deveopment of the newspaper in America ?,,,play,VB,play,What,part,"['What', 'part']",WDT,NOUN,Zenger,PROPN,PERSON,HUM:identity,PERSON
Who followed Caesar ?,,,followed,VBD,follow,Who,followed,"['Who', 'followed']",WP,VERB,Who,PRON,,HUM:identity,PERSON
What are the four elements ?,,,are,VBP,be,What,are,"['What', 'are']",WP,AUX,elements,NOUN,,ENTY:substance,
Who was the first woman golfer to earn a million ?,,,was,VBD,be,Who,was,"['Who', 'was']",WP,AUX,Who woman,NOUN,,HUM:identity,PERSON
What 's the tallest piece on a chessboard ?,,,'s,VBZ,be,What,'s,"['What', ""'s""]",WP,AUX,piece,NOUN,,ENTY:other,
What is Answers.com 's address ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,address,NOUN,,LOC:other,LOC
Where can I buy movies on videotape online ?,,,buy,VB,buy,Where,can,"['Where', 'can']",WRB,AUX,I,PRON,,LOC:other,LOC
Who does the advertizing for Frito-Lay ?,,,does,VBZ,do,Who,does,"['Who', 'does']",WP,AUX,Who,PRON,,HUM:identity,PERSON
Who is the leading competitor of Trans Union Company ?,,,is,VBZ,be,Who,is,"['Who', 'is']",WP,AUX,,,,HUM:organization,ORG
What product did Robert Conrad dare people to knock off his shoulder ?,,,dare,VBP,dare,What,product,"['What', 'product']",WDT,NOUN,product Conrad,PROPN,PERSON,ENTY:product,PRODUCT
